Item,Item Name,Item Group,Warehouse,Stock UOM,Balance Qty,Balance Value,Opening Qty,Opening Value,In Qty,In Value,Out Qty,Out Value,Valuation Rate,Reserved Stock,Company
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Stores - NL,Nos,21171,40406035.5,24177,46131425.51,34,66752.39,3040,5792142.4,1908.556,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Adeyemo Adeola LOGISTICS - Novacare Ltd - NL,Nos,101,194424.8,101,194424.8,0,0,0,0,1924.998,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,PELICAN DELIVERY AND LOGISTICS SERVICES LOGISTICS - Novacare Ltd - NL,Nos,63,315000,63,315000,0,0,0,0,5000,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,KENNEDY OROWO EDEYE Logistics - Novacare Ltd - NL,Nos,252,480138.12,367,699248.77,0,0,115,219110.65,1905.31,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Efe Brendon Avwia Logistics - Novacare Ltd - NL,Nos,321,413604.51,436,632715.16,0,0,115,219110.65,1905.31,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Ibylogistics Limited LOGISTICS - Novacare Ltd - NL,Nos,611,1178347.91,680,1309814.3,0,0,69,131466.39,1928.556,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Chidimma maryjane Iloegbunam Logistics - Novacare Ltd - NL,Nos,604,1150863.04,604,1150863.04,0,0,0,0,1905.402,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Hambolu babatunde philips Logistics - Novacare Ltd - NL,Nos,465,883969.15,597,1135470.07,0,0,132,251500.92,1905.31,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,BLUE AMAZON LOGISTICS LTD LOGISTICS - Novacare Ltd - NL,Nos,421,810829.16,439,845496.44,0,0,18,34667.28,1925.96,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Changfa Jesse David - Novacare Ltd - NL,Nos,4,7621.24,4,7621.24,0,0,0,0,1905.31,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Olufunke Babalola Logistics - Novacare Ltd - NL,Nos,17,80000,17,80000,0,0,0,0,5000,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Teekina kuroakegha Gbeneteh Logistics - Novacare Ltd - NL,Nos,124,239393.16,-152,-285360.08,320,609699.2,44,84945.96,1930.59,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Olufunke Babalola Logistics - Novacare Ltd - NL,Nos,361,688284.31,410,782203.1,0,0,49,93918.79,1906.605,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Emmanuel Nnamdi Ugwu Logistics - Novacare Ltd - NL,Nos,152,298179.92,173,339375.83,0,0,21,41195.91,1961.71,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Omoga Victor Ohe-obe Logistics - Novacare Ltd - NL,Nos,331,630657.61,443,844052.33,0,0,112,213394.72,1905.31,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Oluwadamilare Emmanuel Logistics - Novacare Ltd - NL,Nos,373,712280.8,468,893692.8,0,0,95,181412,1909.6,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Etimbuk Gregory Logistics - Novacare Ltd - NL,Nos,654,1246072.74,414,788798.34,320,609699.2,80,152424.8,1905.31,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,YAYA JOB - Novacare Ltd - NL,Nos,19,47500,19,47500,0,0,0,0,2500,0,Novacare Ltd
Nail Repair,Nail Repair,Novacare,Victor Ogbenyi Logistics - Novacare Ltd - NL,Nos,3,146.97,3,146.97,0,0,0,0,1248.99,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Victor Ogbenyi Logistics - Novacare Ltd - NL,Nos,565,944500.15,502,824465.62,320,609699.2,257,489664.67,1905.31,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Enny logistics LOGISTICS - Novacare Ltd - NL,Nos,526,257053.32,440,94684.8,160,304849.6,74,142481.08,1919.303,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,RAPH XPRESS LOGISTICS - Novacare Ltd - NL,Nos,25,56410.25,25,56410.25,0,0,0,0,2256.41,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Chidi Godstime Egege Logistics - Novacare Ltd - NL,Nos,252,480138.12,357,680195.67,0,0,105,200057.55,1905.31,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,YAYA JOB - Novacare Ltd - NL,Nos,410,802542.2,410,802542.2,0,0,0,0,1957.42,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,John Hamza shuaibu Logistics - Novacare Ltd - NL,Nos,-2,-10000,-1,-5000,0,0,1,5000,5000,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,John Hamza shuaibu Logistics - Novacare Ltd - NL,Nos,30,57159.3,185,352482.35,0,0,155,295323.05,1905.31,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,RAPH XPRESS LOGISTICS - Novacare Ltd - NL,Nos,1027,1956753.37,857,1632850.67,320,609699.2,150,285796.5,1905.31,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,smart logistics LOGISTICS - Novacare Ltd - NL,Nos,294,572849.6,335,654849.6,0,0,41,82000,1948.468,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Emmanuel Nnamdi Ugwu Logistics - Novacare Ltd - NL,Nos,17,42500,17,42500,0,0,0,0,2500,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Durojaiye Ilashe Joseph Logistics - Novacare Ltd - NL,Nos,34,170000,34,170000,0,0,0,0,5000,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Durojaiye Ilashe Joseph Logistics - Novacare Ltd - NL,Nos,437,835778.27,303,580763.13,160,304849.6,26,49834.46,1912.536,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Abdulsalam Abubakar Logistics - Novacare Ltd - NL,Nos,332,632562.92,421,802135.51,0,0,89,169572.59,1905.31,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Olupona oluwaseyi Logistics - Novacare Ltd - NL,Nos,758,1447029.58,758,1447029.58,0,0,0,0,1909.01,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Olupona oluwaseyi Logistics - Novacare Ltd - NL,Nos,134,395300,134,395300,0,0,0,0,2950,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Adeyinka Ekundayo Isreal Logistics - Novacare Ltd - NL,Nos,780,1495033.8,780,1495033.8,0,0,0,0,1916.71,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Olawale Olusola Logistics - Novacare Ltd - NL,Nos,798,1565699.2,863,1695699.2,0,0,65,130000,1962.029,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,ADICHA LOGISTICS - Novacare Ltd - NL,Nos,342,651616.02,364,693532.84,0,0,22,41916.82,1905.31,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,ZIBRA & CO LTD LOGISTICS - Novacare Ltd - NL,Nos,423,805946.13,503,958370.93,0,0,80,152424.8,1905.31,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,ZIBRA & CO LTD LOGISTICS - Novacare Ltd - NL,Nos,412,1231400,463,1381850,0,0,51,150450,2988.835,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Smart move Logistics Logistics LOGISTICS - Novacare Ltd - NL,Nos,150,285864,203,386869.28,0,0,53,101005.28,1905.76,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Efe Brendon Avwia Logistics - Novacare Ltd - NL,Nos,28,50499.88,28,50499.88,0,0,0,0,2785.71,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,PELICAN DELIVERY AND LOGISTICS SERVICES LOGISTICS - Novacare Ltd - NL,Nos,255,485854.05,326,621199.46,0,0,71,135345.41,1905.31,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Chidimma maryjane Iloegbunam Logistics - Novacare Ltd - NL,Nos,75,375000,75,375000,0,0,0,0,5000,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Sheriff Adesola Raifu Logistics - Novacare Ltd - NL,Nos,185,352482.35,298,567782.38,0,0,113,215300.03,1905.31,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Shittu Adebamke Yusuff Logistics - Novacare Ltd - NL,Nos,343,686000,401,802000,0,0,58,116000,2000,0,Novacare Ltd
Nail Repair,Nail Repair,Novacare,Enny logistics LOGISTICS - Novacare Ltd - NL,Nos,21,33600,21,33600,0,0,0,0,1600,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Tajudeen A Ayetigbo LOGISTICS - Novacare Ltd - NL,Nos,19,47500,19,47500,0,0,0,0,2500,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,HOG logistics LOGISTICS - Novacare Ltd - NL,Nos,197,375346.07,371,706870.01,0,0,174,331523.94,1905.31,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Olufunke Babalola Logistics - Novacare Ltd - NL,Nos,422,1258900,440,1312000,0,0,18,53100,2987.915,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,ADICHA LOGISTICS - Novacare Ltd - NL,Nos,5,25000,5,25000,0,0,0,0,5000,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,smart logistics LOGISTICS - Novacare Ltd - NL,Nos,30,75000,30,75000,0,0,0,0,2500,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Olupona oluwaseyi Logistics - Novacare Ltd - NL,Nos,84,420000,84,420000,0,0,0,0,5000,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Ibrahim Abdulrashid Logistics - Novacare Ltd - NL,Nos,449,871347.2,456,885347.2,0,0,7,14000,1940.64,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Abu Momoh Logistics - Novacare Ltd - NL,Nos,418,836000,418,836000,0,0,0,0,2000,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Chidimma maryjane Iloegbunam Logistics - Novacare Ltd - NL,Nos,13,34728.59,13,34728.59,0,0,0,0,2671.43,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Yohanna Vanduna Logistics - Novacare Ltd - NL,Nos,455,869379.8,481,919392.36,0,0,26,50012.56,1910.725,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,RAPH XPRESS LOGISTICS - Novacare Ltd - NL,Nos,66,184800,67,187600,0,0,1,2800,2800,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Adetola Sam Adewuyi LOGISTICS - Novacare Ltd - NL,Nos,164,312516.44,209,398768.39,0,0,45,86251.95,1905.588,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Akanimo Edet Akpan Logistics - Novacare Ltd - NL,Nos,351,672576.17,396,759213.32,0,0,45,86637.15,1916.171,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Okoli Nnaemeka Augustine Logistics - Novacare Ltd - NL,Nos,128,243879.68,317,603983.27,0,0,189,360103.59,1905.31,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Chidi Godstime Egege Logistics - Novacare Ltd - NL,Nos,25,62500,25,62500,0,0,0,0,2500,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Etimbuk Gregory Logistics - Novacare Ltd - NL,Nos,113,565000,113,565000,0,0,0,0,5000,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Msuega Terlanga Japhet Logistics - Novacare Ltd - NL,Nos,352,671033.92,408,778369.68,0,0,56,107335.76,1906.346,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Raphael Michael Logistics - Novacare Ltd - NL,Nos,862,1642377.22,629,1198439.99,320,609699.2,87,165761.97,1905.31,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Hezekiah Victor Adesanmi Logistics - Novacare Ltd - NL,Nos,182,347017.22,182,347017.22,0,0,0,0,1906.688,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Akanimo Edet Akpan Logistics - Novacare Ltd - NL,Nos,36,90000,36,90000,0,0,0,0,2500,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Ibitoye adewale Logistics - Novacare Ltd - NL,Nos,157,299133.67,242,466235.44,0,0,85,167101.77,1905.31,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Ibitoye adewale Logistics - Novacare Ltd - NL,Nos,68,184232.4,68,184232.4,0,0,0,0,2709.3,0,Novacare Ltd
Nail Repair,Nail Repair,Novacare,Anthony Ezekiel Logistics - Novacare Ltd - NL,Nos,21,37800,21,37800,0,0,0,0,1800,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Anthony Ezekiel Logistics - Novacare Ltd - NL,Nos,40,120000,40,120000,0,0,0,0,3000,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,TEMIBASH LOGISTICS LOGISTICS - Novacare Ltd - NL,Nos,179,344673.6,225,436673.6,0,0,46,92000,1925.551,0,Novacare Ltd
Nail Repair,Nail Repair,Novacare,Adeyemo Adeola LOGISTICS - Novacare Ltd - NL,Nos,3,3746.97,3,3746.97,0,0,0,0,1248.99,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,KENNEDY OROWO EDEYE Logistics - Novacare Ltd - NL,Nos,446,1331700,518,1544100,0,0,72,212400,2985.874,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,ZIBRA & CO LTD LOGISTICS - Novacare Ltd - NL,Nos,8,22400,8,22400,0,0,0,0,2800,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,ZIBRA & CO LTD LOGISTICS - Novacare Ltd - NL,Nos,18,36000,18,36000,0,0,0,0,2000,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Adekunle Logistic - Novacare Ltd - NL,Nos,192,334000,226,402000,0,0,34,68000,2000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Raphael Michael Logistics - Novacare Ltd - NL,Nos,60,300000,60,300000,0,0,0,0,5000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Oluwadamilare Emmanuel Logistics - Novacare Ltd - NL,Nos,8,40000,8,40000,0,0,0,0,5000,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,ATP Logistics LOGISTICS - Novacare Ltd - NL,Nos,892,1699536.52,726,1383255.06,320,609699.2,154,293417.74,1905.31,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,HOG logistics LOGISTICS - Novacare Ltd - NL,Nos,49,122500,49,122500,0,0,0,0,2500,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Hambolu babatunde philips Logistics - Novacare Ltd - NL,Nos,429,1273550,510,1512500,0,0,81,238950,2968.648,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Olaseni Adewumi James Logistics - Novacare Ltd - NL,Nos,173,346000,239,478000,0,0,66,132000,2000,0,Novacare Ltd
Nail Repair,Nail Repair,Novacare,Usiju Ladu Logistics - Novacare Ltd - NL,Nos,36,44963.64,36,44963.64,0,0,0,0,1248.99,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Toheeb Biola Popoola Logistics - Novacare Ltd - NL,Nos,367,699248.77,121,230542.51,320,609699.2,74,140992.94,1905.31,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,ATP Logistics LOGISTICS - Novacare Ltd - NL,Nos,43,120400,43,120400,0,0,0,0,2800,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Victor Ogbenyi Logistics - Novacare Ltd - NL,Nos,5,1500,5,1500,0,0,0,0,2800,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,GINIKA ANAMBRA - Novacare Ltd - NL,Nos,203,386777.93,280,533486.8,0,0,77,146708.87,1905.31,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,ATP Logistics LOGISTICS - Novacare Ltd - NL,Nos,98,490000,99,495000,0,0,1,5000,5000,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Tajudeen A Ayetigbo LOGISTICS - Novacare Ltd - NL,Nos,521,1016243.42,532,1037920.24,0,0,11,21676.82,1950.563,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Alatiya Absalom Emmanuel Logistics - Novacare Ltd - NL,Nos,37,92500,37,92500,0,0,0,0,2500,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Alatiya Absalom Emmanuel Logistics - Novacare Ltd - NL,Nos,364,697699.2,413,795699.2,0,0,49,98000,1916.756,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,John Hamza shuaibu Logistics - Novacare Ltd - NL,Nos,98,257599.86,98,257599.86,0,0,0,0,2628.57,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Arinze Esther Logistics - Novacare Ltd - NL,Nos,308,586835.48,372,708985.92,0,0,64,122150.44,1905.31,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Olufunke Babalola Logistics - Novacare Ltd - NL,Nos,20,24500,20,24500,0,0,0,0,1600,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Teekina kuroakegha Gbeneteh Logistics - Novacare Ltd - NL,Nos,19,47500,19,47500,0,0,0,0,2500,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Ezekiel Ameh Logistics - Novacare Ltd - NL,Nos,204,388683.24,242,461085.02,0,0,38,72401.78,1905.31,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,George O.O LOGISTICS - Novacare Ltd - NL,Nos,437,832620.47,540,1028867.4,0,0,103,196246.93,1905.31,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Ezekiel Ameh Logistics - Novacare Ltd - NL,Nos,52,260000,52,260000,0,0,0,0,5000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,RAPH XPRESS LOGISTICS - Novacare Ltd - NL,Nos,83,415000,85,425000,0,0,2,10000,5000,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Chidimma maryjane Iloegbunam Logistics - Novacare Ltd - NL,Nos,343,1011850,343,1011850,0,0,0,0,2950,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Adetola Sam Adewuyi LOGISTICS - Novacare Ltd - NL,Nos,29,49300,32,54400,0,0,3,5100,1700,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Victor Ogbenyi Logistics - Novacare Ltd - NL,Nos,35,120000,35,120000,0,0,0,0,5000,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Changfa Jesse David - Novacare Ltd - NL,Nos,56,165200,65,191750,0,0,9,26550,2950,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Ibylogistics Limited LOGISTICS - Novacare Ltd - NL,Nos,32,160000,33,165000,0,0,1,5000,5000,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Emmanuel Olapeju Awoyemi Logistics - Novacare Ltd - NL,Nos,454,892849.6,454,892849.6,0,0,0,0,1966.629,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Ola Cash - Novacare Ltd - NL,Nos,32,160000,34,170000,0,0,2,10000,5000,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Ola Cash - Novacare Ltd - NL,Nos,162,309016.62,241,459709.91,0,0,79,150693.29,1907.51,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Ola Cash - Novacare Ltd - NL,Nos,11,22000,11,22000,0,0,0,0,2000,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Ola Cash - Novacare Ltd - NL,Nos,32,64000,32,64000,0,0,0,0,2000,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Ola Cash - Novacare Ltd - NL,Nos,264,778800,279,823050,0,0,15,44250,2950,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Emmanuel Olapeju Awoyemi Logistics - Novacare Ltd - NL,Nos,20,50000,20,50000,0,0,0,0,2500,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Hambolu babatunde philips Logistics - Novacare Ltd - NL,Nos,46,92000,46,92000,0,0,0,0,2000,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,John Hamza shuaibu Logistics - Novacare Ltd - NL,Nos,291,873000,397,1187150,0,0,106,314150,3000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Tajudeen A Ayetigbo LOGISTICS - Novacare Ltd - NL,Nos,56,280000,57,285000,0,0,1,5000,5000,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Adekunle Logistic - Novacare Ltd - NL,Nos,218,539550,244,603900,0,0,26,64350,2475,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,George O.O LOGISTICS - Novacare Ltd - NL,Nos,18,90000,23,115000,0,0,5,25000,5000,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,Adeyemo Adeola LOGISTICS - Novacare Ltd - NL,Nos,14,28000,14,28000,0,0,0,0,2000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Adeyemo Adeola LOGISTICS - Novacare Ltd - NL,Nos,8,40000,8,40000,0,0,0,0,5000,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Adeyemo Adeola LOGISTICS - Novacare Ltd - NL,Nos,60,150000,60,150000,0,0,0,0,2500,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Etimbuk Gregory Logistics - Novacare Ltd - NL,Nos,323,960850,202,595900,160,480000,39,115050,2974.768,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Velocitŕ logistics LOGISTICS - Novacare Ltd - NL,Nos,543,1036937.64,593,1134071.64,0,0,50,97134,1909.646,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Velocitŕ logistics LOGISTICS - Novacare Ltd - NL,Nos,13,24700,13,24700,0,0,0,0,1900,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Victor Ogbenyi Logistics - Novacare Ltd - NL,Nos,466,1394000,256,764000,320,960000,110,330000,3000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Olawale Olusola Logistics - Novacare Ltd - NL,Nos,31,155000,31,155000,0,0,0,0,5000,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Fomax logistics LOGISTICS - Novacare Ltd - NL,Nos,642,1253699.2,778,1525699.2,0,0,136,272000,1952.802,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,ATP Logistics LOGISTICS - Novacare Ltd - NL,Nos,351,1053000,323,968850,160,480000,132,395850,3000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Adetola Sam Adewuyi LOGISTICS - Novacare Ltd - NL,Nos,37,185000,38,190000,0,0,1,5000,5000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Shittu Adebamke Yusuff Logistics - Novacare Ltd - NL,Nos,26,130000,26,130000,0,0,0,0,5000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Abdulsalam Abubakar Logistics - Novacare Ltd - NL,Nos,44,220000,44,220000,0,0,0,0,5000,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Anthony Ezekiel Logistics - Novacare Ltd - NL,Nos,328,636656.32,356,691957.44,0,0,28,55301.12,1941.025,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,"Express Logistics, Ebonyi LOGISTICS - Novacare Ltd - NL",Nos,216,411546.96,277,527770.87,0,0,61,116223.91,1905.31,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Toheeb Biola Popoola Logistics - Novacare Ltd - NL,Nos,55,145750,55,145750,0,0,0,0,2650,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Enny logistics LOGISTICS - Novacare Ltd - NL,Nos,25,39000,25,39000,0,0,0,0,3360,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,AHUAKAGHA CHIZURUOKE COSMOS Logistics - Novacare Ltd - NL,Nos,-2,-4000,-2,-4000,0,0,0,0,2000,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Omoga Victor Ohe-obe Logistics - Novacare Ltd - NL,Nos,310,930000,343,1027850,0,0,33,97850,3000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,KENNEDY OROWO EDEYE Logistics - Novacare Ltd - NL,Nos,44,220000,44,220000,0,0,0,0,5000,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,KENNEDY OROWO EDEYE Logistics - Novacare Ltd - NL,Nos,38,102600,38,102600,0,0,0,0,2700,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,PELICAN DELIVERY AND LOGISTICS SERVICES LOGISTICS - Novacare Ltd - NL,Nos,194,572300,238,702100,0,0,44,129800,2950,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,"Express Logistics, Ebonyi LOGISTICS - Novacare Ltd - NL",Nos,18,45000,18,45000,0,0,0,0,2500,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Teekina kuroakegha Gbeneteh Logistics - Novacare Ltd - NL,Nos,20,100000,20,100000,0,0,0,0,5000,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Smart move Logistics Logistics LOGISTICS - Novacare Ltd - NL,Nos,29,81200,29,81200,0,0,0,0,2800,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,Adekunle Logistic - Novacare Ltd - NL,Nos,25,65000,25,65000,0,0,0,0,2800,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Usiju Ladu Logistics - Novacare Ltd - NL,Nos,300,575013,331,635347.2,0,0,31,60334.2,1916.71,0,Novacare Ltd
