Item,Item Name,Item Group,Warehouse,Stock UOM,Balance Qty,Balance Value,Opening Qty,Opening Value,In Qty,In Value,Out Qty,Out Value,Valuation Rate,Reserved Stock,Company
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,FLYMARK LOGISTICS KD - Novacare Ltd - NL,Nos,26,46800,26,46800,0,0,0,0,1800,0,Novacare Ltd
ALPHA MAN TEA,ALPHA MAN HERBAL TEA,Novacare,TEMIBASH LOGISTICS LOGISTICS - Novacare Ltd - NL,Nos,32,64000,34,68000,0,0,2,4000,2000,0,Novacare Ltd
RESPIRA TEA,RESPIRA LUNG TEA,Novacare,TEMIBASH LOGISTICS LOGISTICS - Novacare Ltd - NL,Nos,30,54000,35,63000,0,0,5,9000,1800,0,Novacare Ltd
ALPHA MAN TEA,ALPHA MAN HERBAL TEA,Novacare,FOMAX PH. LOGISTICS - Novacare Ltd - NL,Nos,16,32000,27,54000,0,0,11,22000,2000,0,Novacare Ltd
RESPIRA TEA,RESPIRA LUNG TEA,Novacare,FOMAX PH. LOGISTICS - Novacare Ltd - NL,Nos,22,39600,25,45000,0,0,3,5400,1800,0,Novacare Ltd
ALPHA MAN TEA,ALPHA MAN HERBAL TEA,Novacare,DASHGO DELIVERY CALABAR - Novacare Ltd - NL,Nos,20,40000,20,40000,0,0,0,0,2000,0,Novacare Ltd
RESPIRA TEA,RESPIRA LUNG TEA,Novacare,DASHGO DELIVERY CALABAR - Novacare Ltd - NL,Nos,18,32400,23,41400,0,0,5,9000,1800,0,Novacare Ltd
ALPHA MAN TEA,ALPHA MAN HERBAL TEA,Novacare,APPLE ABIA TAZE LOGISTICS SERVICES - Novacare Ltd - NL,Nos,19,38000,21,42000,0,0,2,4000,2000,0,Novacare Ltd
RESPIRA TEA,RESPIRA LUNG TEA,Novacare,APPLE ABIA TAZE LOGISTICS SERVICES - Novacare Ltd - NL,Nos,11,19800,17,30600,0,0,6,10800,1800,0,Novacare Ltd
ALPHA MAN TEA,ALPHA MAN HERBAL TEA,Novacare,PELICAN DELIVERY AND LOGISTICS SERVICES LOGISTICS - Novacare Ltd - NL,Nos,16,32000,34,68000,0,0,18,36000,2000,0,Novacare Ltd
RESPIRA TEA,RESPIRA LUNG TEA,Novacare,PELICAN DELIVERY AND LOGISTICS SERVICES LOGISTICS - Novacare Ltd - NL,Nos,26,46800,31,55800,0,0,5,9000,1800,0,Novacare Ltd
ALPHA MAN TEA,ALPHA MAN HERBAL TEA,Novacare,Adeyinka Ekundayo Isreal Logistics - Novacare Ltd - NL,Nos,32,64000,32,64000,0,0,0,0,2000,0,Novacare Ltd
RESPIRA TEA,RESPIRA LUNG TEA,Novacare,Adeyinka Ekundayo Isreal Logistics - Novacare Ltd - NL,Nos,38,68400,38,68400,0,0,0,0,1800,0,Novacare Ltd
ALPHA MAN TEA,ALPHA MAN HERBAL TEA,Novacare,Adolf Umoh Aniekeme - Novacare Ltd - NL,Nos,60,120000,60,120000,0,0,0,0,2000,0,Novacare Ltd
RESPIRA TEA,RESPIRA LUNG TEA,Novacare,Adolf Umoh Aniekeme - Novacare Ltd - NL,Nos,58,104400,58,104400,0,0,0,0,1800,0,Novacare Ltd
RESPIRA TEA,RESPIRA LUNG TEA,Novacare,Olawale Olusola Logistics - Novacare Ltd - NL,Nos,14,25200,15,27000,0,0,1,1800,1800,0,Novacare Ltd
RESPIRA TEA,RESPIRA LUNG TEA,Novacare,Emmanuel Nnamdi Ugwu Logistics - Novacare Ltd - NL,Nos,38,68400,38,68400,0,0,0,0,1800,0,Novacare Ltd
ALPHA MAN TEA,ALPHA MAN HERBAL TEA,Novacare,Emmanuel Nnamdi Ugwu Logistics - Novacare Ltd - NL,Nos,10,20000,14,28000,0,0,4,8000,2000,0,Novacare Ltd
RESPIRA TEA,RESPIRA LUNG TEA,Novacare,BLUE AMAZON LOGISTICS LTD LOGISTICS - Novacare Ltd - NL,Nos,38,68400,38,68400,0,0,0,0,1800,0,Novacare Ltd
ALPHA MAN TEA,ALPHA MAN HERBAL TEA,Novacare,BLUE AMAZON LOGISTICS LTD LOGISTICS - Novacare Ltd - NL,Nos,32,64000,34,68000,0,0,2,4000,2000,0,Novacare Ltd
ALPHA MAN TEA,ALPHA MAN HERBAL TEA,Novacare,De Wealthz Logistics LOGISTICS - Novacare Ltd - NL,Nos,28,56000,36,72000,0,0,8,16000,2000,0,Novacare Ltd
RESPIRA TEA,RESPIRA LUNG TEA,Novacare,De Wealthz Logistics LOGISTICS - Novacare Ltd - NL,Nos,24,48000,35,70000,0,0,11,22000,2000,0,Novacare Ltd
ALPHA MAN TEA,ALPHA MAN HERBAL TEA,Novacare,Emmanuel Olapeju Awoyemi Logistics - Novacare Ltd - NL,Nos,39,78000,39,78000,0,0,0,0,2000,0,Novacare Ltd
RESPIRA TEA,RESPIRA LUNG TEA,Novacare,Emmanuel Olapeju Awoyemi Logistics - Novacare Ltd - NL,Nos,38,68400,38,68400,0,0,0,0,1800,0,Novacare Ltd
ALPHA MAN TEA,ALPHA MAN HERBAL TEA,Novacare,FOMAX ASABA (DELTA) LOGISTICS - Novacare Ltd - NL,Nos,40,80000,40,80000,0,0,0,0,2000,0,Novacare Ltd
RESPIRA TEA,RESPIRA LUNG TEA,Novacare,FOMAX ASABA (DELTA) LOGISTICS - Novacare Ltd - NL,Nos,40,72000,40,72000,0,0,0,0,1800,0,Novacare Ltd
ALPHA MAN TEA,ALPHA MAN HERBAL TEA,Novacare,AB LOGISTICS KADUNA - Novacare Ltd - NL,Nos,40,80000,40,80000,0,0,0,0,2000,0,Novacare Ltd
RESPIRA TEA,RESPIRA LUNG TEA,Novacare,AB LOGISTICS KADUNA - Novacare Ltd - NL,Nos,37,66600,39,70200,0,0,2,3600,1800,0,Novacare Ltd
ALPHA MAN TEA,ALPHA MAN HERBAL TEA,Novacare,Toheeb Biola Popoola Logistics - Novacare Ltd - NL,Nos,21,42000,24,48000,0,0,3,6000,2000,0,Novacare Ltd
RESPIRA TEA,RESPIRA LUNG TEA,Novacare,Toheeb Biola Popoola Logistics - Novacare Ltd - NL,Nos,60,108000,11,19800,50,90000,1,1800,1800,0,Novacare Ltd
ALPHA MAN TEA,ALPHA MAN HERBAL TEA,Novacare,PEAKLINK LOGISTICS LTD - Novacare Ltd - NL,Nos,40,80000,40,80000,0,0,0,0,2000,0,Novacare Ltd
RESPIRA TEA,RESPIRA LUNG TEA,Novacare,PEAKLINK LOGISTICS LTD - Novacare Ltd - NL,Nos,40,72000,40,72000,0,0,0,0,1800,0,Novacare Ltd
ALPHA MAN TEA,ALPHA MAN HERBAL TEA,Novacare,Smart move Logistics Logistics LOGISTICS - Novacare Ltd - NL,Nos,18,36000,19,38000,0,0,1,2000,2000,0,Novacare Ltd
RESPIRA TEA,RESPIRA LUNG TEA,Novacare,Smart move Logistics Logistics LOGISTICS - Novacare Ltd - NL,Nos,30,60000,31,62000,0,0,1,2000,2000,0,Novacare Ltd
ALPHA MAN TEA,ALPHA MAN HERBAL TEA,Novacare,George O.O LOGISTICS - Novacare Ltd - NL,Nos,1,2000,3,6000,0,0,2,4000,2000,0,Novacare Ltd
RESPIRA TEA,RESPIRA LUNG TEA,Novacare,George O.O LOGISTICS - Novacare Ltd - NL,Nos,8,14400,9,16200,0,0,1,1800,1800,0,Novacare Ltd
ALPHA MAN TEA,ALPHA MAN HERBAL TEA,Novacare,Aruoriwo Adhuze - Novacare Ltd - NL,Nos,49,98000,54,108000,0,0,5,10000,2000,0,Novacare Ltd
RESPIRA TEA,RESPIRA LUNG TEA,Novacare,Aruoriwo Adhuze - Novacare Ltd - NL,Nos,52,93600,56,100800,0,0,4,7200,1800,0,Novacare Ltd
ALPHA MAN TEA,ALPHA MAN HERBAL TEA,Novacare,Efe Brendon Avwia Logistics - Novacare Ltd - NL,Nos,28,56000,31,62000,0,0,3,6000,2000,0,Novacare Ltd
RESPIRA TEA,RESPIRA LUNG TEA,Novacare,Efe Brendon Avwia Logistics - Novacare Ltd - NL,Nos,29,52200,37,66600,0,0,8,14400,1800,0,Novacare Ltd
ALPHA MAN TEA,ALPHA MAN HERBAL TEA,Novacare,byke messengers logistic - Novacare Ltd - NL,Nos,32,64000,39,78000,0,0,7,14000,2000,0,Novacare Ltd
RESPIRA TEA,RESPIRA LUNG TEA,Novacare,byke messengers logistic - Novacare Ltd - NL,Nos,33,59400,43,77400,0,0,10,18000,1800,0,Novacare Ltd
ALPHA MAN TEA,ALPHA MAN HERBAL TEA,Novacare,Solomon Uduak Ikpembe - Novacare Ltd - NL,Nos,31,62000,40,80000,0,0,9,18000,2000,0,Novacare Ltd
RESPIRA TEA,RESPIRA LUNG TEA,Novacare,Solomon Uduak Ikpembe - Novacare Ltd - NL,Nos,42,75600,46,82800,0,0,4,7200,1800,0,Novacare Ltd
ALPHA MAN TEA,ALPHA MAN HERBAL TEA,Novacare,ug express logistics ltd - Novacare Ltd - NL,Nos,20,40000,25,50000,0,0,5,10000,2000,0,Novacare Ltd
RESPIRA TEA,RESPIRA LUNG TEA,Novacare,ug express logistics ltd - Novacare Ltd - NL,Nos,17,34000,24,48000,0,0,7,14000,2000,0,Novacare Ltd
ALPHA MAN TEA,ALPHA MAN HERBAL TEA,Novacare,ISMAIL MUHAMMAD LIMAN - Novacare Ltd - NL,Nos,21,42000,24,48000,0,0,3,6000,2000,0,Novacare Ltd
RESPIRA TEA,RESPIRA LUNG TEA,Novacare,ISMAIL MUHAMMAD LIMAN - Novacare Ltd - NL,Nos,39,70200,39,70200,0,0,0,0,1800,0,Novacare Ltd
ALPHA MAN TEA,ALPHA MAN HERBAL TEA,Novacare,Usiju Ladu Logistics - Novacare Ltd - NL,Nos,18,36000,25,50000,0,0,7,14000,2000,0,Novacare Ltd
RESPIRA TEA,RESPIRA LUNG TEA,Novacare,Usiju Ladu Logistics - Novacare Ltd - NL,Nos,36,64800,38,68400,0,0,2,3600,1800,0,Novacare Ltd
ALPHA MAN TEA,ALPHA MAN HERBAL TEA,Novacare,TRUST LOGISTICS PDA - Novacare Ltd - NL,Nos,37,74000,37,74000,0,0,0,0,2000,0,Novacare Ltd
RESPIRA TEA,RESPIRA LUNG TEA,Novacare,TRUST LOGISTICS PDA - Novacare Ltd - NL,Nos,39,70200,39,70200,0,0,0,0,1800,0,Novacare Ltd
ALPHA MAN TEA,ALPHA MAN HERBAL TEA,Novacare,Okolie Anthony ogorchukwu Logistics - Novacare Ltd - NL,Nos,6,12000,12,24000,0,0,6,12000,2000,0,Novacare Ltd
RESPIRA TEA,RESPIRA LUNG TEA,Novacare,Okolie Anthony ogorchukwu Logistics - Novacare Ltd - NL,Nos,27,48600,34,61200,0,0,7,12600,1800,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,ANIEADOLF CREATIONS - Novacare Ltd - NL,Nos,28,140000,30,150000,0,0,2,10000,5000,0,Novacare Ltd
Hair Growth Oil,Hair Growth Oil ,Novacare,APPLE ANAMBRA DELIVERY SERVICES - Novacare Ltd - NL,Nos,15,27000,15,27000,0,0,0,0,1800,0,Novacare Ltd
ALPHA MAN TEA,ALPHA MAN HERBAL TEA,Novacare,smart logistics LOGISTICS - Novacare Ltd - NL,Nos,8,16000,17,34000,0,0,9,18000,2000,0,Novacare Ltd
RESPIRA TEA,RESPIRA LUNG TEA,Novacare,smart logistics LOGISTICS - Novacare Ltd - NL,Nos,13,23400,13,23400,0,0,0,0,1800,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,groza logistics ltd - Novacare Ltd - NL,Nos,130,247690.3,176,336849.6,0,0,46,89159.3,1905.31,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,groza logistics ltd - Novacare Ltd - NL,Nos,20,59000,96,268000,0,0,76,209000,2950,0,Novacare Ltd
ALPHA MAN TEA,ALPHA MAN HERBAL TEA,Novacare,groza logistics ltd - Novacare Ltd - NL,Nos,26,52000,28,56000,0,0,2,4000,2000,0,Novacare Ltd
RESPIRA TEA,RESPIRA LUNG TEA,Novacare,groza logistics ltd - Novacare Ltd - NL,Nos,20,36000,20,36000,0,0,0,0,1800,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,groza logistics ltd - Novacare Ltd - NL,Nos,84,420000,84,420000,0,0,0,0,5000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,AB LOGISTICS KADUNA - Novacare Ltd - NL,Nos,40,200000,40,200000,0,0,0,0,5000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,PEAKLINK LOGISTICS LTD - Novacare Ltd - NL,Nos,43,215000,43,215000,0,0,0,0,5000,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Adolf Umoh Aniekeme - Novacare Ltd - NL,Nos,400,800000,400,800000,0,0,0,0,2000,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Adolf Umoh Aniekeme - Novacare Ltd - NL,Nos,387,926000,387,926000,0,0,0,0,2392.765,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Adolf Umoh Aniekeme - Novacare Ltd - NL,Nos,35,175000,35,175000,0,0,0,0,5000,0,Novacare Ltd
ALPHA MAN TEA,ALPHA MAN HERBAL TEA,Novacare,ATP Logistics LOGISTICS - Novacare Ltd - NL,Nos,14,28000,30,60000,0,0,16,32000,2000,0,Novacare Ltd
RESPIRA TEA,RESPIRA LUNG TEA,Novacare,ATP Logistics LOGISTICS - Novacare Ltd - NL,Nos,6,10800,23,41400,0,0,17,30600,1800,0,Novacare Ltd
ORAVITA CAPSULE,ORAVITA CAPSULE,Leafora,Steve temienor - Novacare Ltd - NL,Nos,84,163800,138,269100,0,0,54,105300,1950,0,Novacare Ltd
VELORA HERBAL TEA,VELORA HERBAL TEA,Leafora,Steve temienor - Novacare Ltd - NL,Nos,22,50600,26,59800,0,0,4,9200,2300,0,Novacare Ltd
Hair Growth Oil,Hair Growth Oil ,Novacare,FOMAX PH. LOGISTICS - Novacare Ltd - NL,Nos,20,36000,20,36000,0,0,0,0,1800,0,Novacare Ltd
ORAVITA CAPSULE,ORAVITA CAPSULE,Leafora,Abutu Emmanuel - Novacare Ltd - NL,Nos,32,62400,42,81900,0,0,10,19500,1950,0,Novacare Ltd
VELORA HERBAL TEA,VELORA HERBAL TEA,Leafora,Abutu Emmanuel - Novacare Ltd - NL,Nos,14,32200,19,43700,0,0,5,11500,2300,0,Novacare Ltd
ALPHA MAN TEA,ALPHA MAN HERBAL TEA,Novacare,ATOMIC LOGISTICS EDO - Novacare Ltd - NL,Nos,26,52000,46,92000,0,0,20,40000,2000,0,Novacare Ltd
RESPIRA TEA,RESPIRA LUNG TEA,Novacare,ATOMIC LOGISTICS EDO - Novacare Ltd - NL,Nos,30,54000,49,88200,0,0,19,34200,1800,0,Novacare Ltd
ORAVITA CAPSULE,ORAVITA CAPSULE,Leafora,Adekunle Logistic - Novacare Ltd - NL,Nos,29,56550,35,68250,0,0,6,11700,1950,0,Novacare Ltd
VELORA HERBAL TEA,VELORA HERBAL TEA,Leafora,Adekunle Logistic - Novacare Ltd - NL,Nos,27,62100,27,62100,0,0,0,0,2300,0,Novacare Ltd
ALPHA MAN TEA,ALPHA MAN HERBAL TEA,Novacare,SAGE LOGISTICS - Novacare Ltd - NL,Nos,3,6000,24,48000,0,0,21,42000,2000,0,Novacare Ltd
ORAVITA CAPSULE,ORAVITA CAPSULE,Leafora,Eagles Frontier Logistics - Novacare Ltd - NL,Nos,4,7800,8,15600,0,0,4,7800,1950,0,Novacare Ltd
VELORA HERBAL TEA,VELORA HERBAL TEA,Leafora,Eagles Frontier Logistics - Novacare Ltd - NL,Nos,21,48300,22,50600,0,0,1,2300,2300,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,PresteveGO Logistics - Novacare Ltd - NL,Nos,18,36000,33,66000,0,0,15,30000,2000,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,PresteveGO Logistics - Novacare Ltd - NL,Nos,437,1305150,132,389400,320,960000,15,44250,2986.613,0,Novacare Ltd
RESPIRA TEA,RESPIRA LUNG TEA,Novacare,PresteveGO Logistics - Novacare Ltd - NL,Nos,94,176000,95,178000,0,0,1,2000,1872.34,0,Novacare Ltd
ALPHA MAN TEA,ALPHA MAN HERBAL TEA,Novacare,PresteveGO Logistics - Novacare Ltd - NL,Nos,96,192000,96,192000,0,0,0,0,2000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,PresteveGO Logistics - Novacare Ltd - NL,Nos,18,90000,18,90000,0,0,0,0,5000,0,Novacare Ltd
RESPIRA TEA,RESPIRA LUNG TEA,Novacare,SAGE LOGISTICS - Novacare Ltd - NL,Nos,15,27000,30,54000,0,0,15,27000,1800,0,Novacare Ltd
ORAVITA CAPSULE,ORAVITA CAPSULE,Leafora,Oluwatobi Femi-Fasan - Novacare Ltd - NL,Nos,-36,-70200,-3,-5850,0,0,33,64350,1950,0,Novacare Ltd
VELORA HERBAL TEA,VELORA HERBAL TEA,Leafora,Oluwatobi Femi-Fasan - Novacare Ltd - NL,Nos,49,112700,50,115000,0,0,1,2300,2300,0,Novacare Ltd
ALPHA MAN TEA,ALPHA MAN HERBAL TEA,Novacare,Adeyemo Adeola LOGISTICS - Novacare Ltd - NL,Nos,19,38000,19,38000,0,0,0,0,2000,0,Novacare Ltd
RESPIRA TEA,RESPIRA LUNG TEA,Novacare,Adeyemo Adeola LOGISTICS - Novacare Ltd - NL,Nos,20,36000,20,36000,0,0,0,0,1800,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,ISMAIL MUHAMMAD LIMAN - Novacare Ltd - NL,Nos,67,335000,67,335000,0,0,0,0,5000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Solomon Uduak Ikpembe - Novacare Ltd - NL,Nos,30,150000,30,150000,0,0,0,0,5000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Aruoriwo Adhuze - Novacare Ltd - NL,Nos,13,65000,13,65000,0,0,0,0,5000,0,Novacare Ltd
Hair Growth Oil,Hair Growth Oil ,Novacare,RAPH XPRESS LOGISTICS - Novacare Ltd - NL,Nos,18,32400,18,32400,0,0,0,0,1800,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,SOLOPEE LOGISTCS - Novacare Ltd - NL,Nos,271,516339.01,306,583024.86,0,0,35,66685.85,1905.31,0,Novacare Ltd
ALPHA MAN TEA,ALPHA MAN HERBAL TEA,Novacare,SOLOPEE LOGISTCS - Novacare Ltd - NL,Nos,42,84000,47,94000,0,0,5,10000,2000,0,Novacare Ltd
RESPIRA TEA,RESPIRA LUNG TEA,Novacare,SOLOPEE LOGISTCS - Novacare Ltd - NL,Nos,24,43200,30,54000,0,0,6,10800,1800,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,SOLOPEE LOGISTCS - Novacare Ltd - NL,Nos,438,1308100,137,404150,320,960000,19,56050,2986.53,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,SOLOPEE LOGISTCS - Novacare Ltd - NL,Nos,34,170000,34,170000,0,0,0,0,5000,0,Novacare Ltd
ORAVITA CAPSULE,ORAVITA CAPSULE,Leafora,Blessing Hezekiah - Novacare Ltd - NL,Nos,17,33150,17,33150,0,0,0,0,1950,0,Novacare Ltd
VELORA HERBAL TEA,VELORA HERBAL TEA,Leafora,Blessing Hezekiah - Novacare Ltd - NL,Nos,29,66700,30,69000,0,0,1,2300,2300,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,ug express logistics ltd - Novacare Ltd - NL,Nos,49,245000,49,245000,0,0,0,0,5000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,ATOMIC LOGISTICS EDO - Novacare Ltd - NL,Nos,33,165000,33,165000,0,0,0,0,5000,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,ug express logistic ebonyi - Novacare Ltd - NL,Nos,219,654050,232,692400,0,0,13,38350,2986.53,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,ug express logistic ebonyi - Novacare Ltd - NL,Nos,35,175000,35,175000,0,0,0,0,5000,0,Novacare Ltd
ALPHA MAN TEA,ALPHA MAN HERBAL TEA,Novacare,ug express logistic ebonyi - Novacare Ltd - NL,Nos,55,110000,60,120000,0,0,5,10000,2000,0,Novacare Ltd
RESPIRA TEA,RESPIRA LUNG TEA,Novacare,ug express logistic ebonyi - Novacare Ltd - NL,Nos,55,99000,60,108000,0,0,5,9000,1800,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Gimway Concept - Novacare Ltd - NL,Nos,201,382967.31,376,716396.56,0,0,175,333429.25,1905.31,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Gimway Concept - Novacare Ltd - NL,Nos,13,38350,58,171100,0,0,45,132750,2950,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Gimway Concept - Novacare Ltd - NL,Nos,15,75000,15,75000,0,0,0,0,5000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,SAGE LOGISTICS - Novacare Ltd - NL,Nos,45,225000,45,225000,0,0,0,0,5000,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Steve temienor - Novacare Ltd - NL,Nos,-240,-5160000,-240,-5160000,0,0,0,0,21500,0,Novacare Ltd
ORAVITA CAPSULE,ORAVITA CAPSULE,Leafora,Davtom Logistics - Novacare Ltd - NL,Nos,70,136500,70,136500,0,0,0,0,1950,0,Novacare Ltd
VELORA HERBAL TEA,VELORA HERBAL TEA,Leafora,Davtom Logistics - Novacare Ltd - NL,Nos,30,69000,30,69000,0,0,0,0,2300,0,Novacare Ltd
ORAVITA CAPSULE,ORAVITA CAPSULE,Leafora,Daniel Ekpo - Novacare Ltd - NL,Nos,59,115050,71,138450,0,0,12,23400,1950,0,Novacare Ltd
VELORA HERBAL TEA,VELORA HERBAL TEA,Leafora,Daniel Ekpo - Novacare Ltd - NL,Nos,26,59800,28,64400,0,0,2,4600,2300,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,Sabi logistics - Novacare Ltd - NL,Nos,77,146708.87,122,232447.82,0,0,45,85738.95,1905.31,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,Sabi logistics - Novacare Ltd - NL,Nos,345,1035000,68,204000,320,960000,43,129000,3000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,Sabi logistics - Novacare Ltd - NL,Nos,18,90000,18,90000,0,0,0,0,5000,0,Novacare Ltd
ALPHA MAN TEA,ALPHA MAN HERBAL TEA,Novacare,Sabi logistics - Novacare Ltd - NL,Nos,38,76000,40,80000,0,0,2,4000,2000,0,Novacare Ltd
RESPIRA TEA,RESPIRA LUNG TEA,Novacare,Sabi logistics - Novacare Ltd - NL,Nos,28,50400,35,63000,0,0,7,12600,1800,0,Novacare Ltd
ORAVITA CAPSULE,ORAVITA CAPSULE,Leafora,Fomax logistics LOGISTICS - Novacare Ltd - NL,Nos,558,1088100,693,1351350,0,0,135,263250,1950,0,Novacare Ltd
VELORA HERBAL TEA,VELORA HERBAL TEA,Leafora,Fomax logistics LOGISTICS - Novacare Ltd - NL,Nos,294,676200,295,678500,0,0,1,2300,2300,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,ATOMIC LOGISTICS EDO - Novacare Ltd - NL,Nos,40,140000,40,140000,0,0,0,0,3500,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,SOLOPEE LOGISTCS - Novacare Ltd - NL,Nos,40,140000,40,140000,0,0,0,0,3500,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,imole logistics - Novacare Ltd - NL,Nos,40,140000,40,140000,0,0,0,0,3500,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,ug express logistic ebonyi - Novacare Ltd - NL,Nos,40,140000,40,140000,0,0,0,0,3500,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,groza logistics ltd - Novacare Ltd - NL,Nos,40,140000,40,140000,0,0,0,0,3500,0,Novacare Ltd
ALPHA MAN TEA,ALPHA MAN HERBAL TEA,Novacare,Gimway Concept - Novacare Ltd - NL,Nos,18,36000,20,40000,0,0,2,4000,2000,0,Novacare Ltd
RESPIRA TEA,RESPIRA LUNG TEA,Novacare,Gimway Concept - Novacare Ltd - NL,Nos,20,36000,20,36000,0,0,0,0,1800,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,Gimway Concept - Novacare Ltd - NL,Nos,40,140000,40,140000,0,0,0,0,3500,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,byke messengers logistic - Novacare Ltd - NL,Nos,40,140000,40,140000,0,0,0,0,3500,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,milly logistics - Novacare Ltd - NL,Nos,206,412000,237,474000,0,0,31,62000,2000,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,milly logistics - Novacare Ltd - NL,Nos,155,775000,155,775000,0,0,0,0,5000,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,milly logistics - Novacare Ltd - NL,Nos,44,220000,44,220000,0,0,0,0,5000,0,Novacare Ltd
Grazer Herbal Balm,Grazer Herbal Balm,Novacare,milly logistics - Novacare Ltd - NL,Nos,65,117000,65,117000,0,0,0,0,1800,0,Novacare Ltd
Clear Vision Tea,Clear Vision Tea,Novacare,milly logistics - Novacare Ltd - NL,Nos,6,12000,6,12000,0,0,0,0,2000,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,milly logistics - Novacare Ltd - NL,Nos,211,622450,240,708000,0,0,29,85550,2950,0,Novacare Ltd
ALPHA MAN TEA,ALPHA MAN HERBAL TEA,Novacare,milly logistics - Novacare Ltd - NL,Nos,31,62000,32,64000,0,0,1,2000,2000,0,Novacare Ltd
RESPIRA TEA,RESPIRA LUNG TEA,Novacare,milly logistics - Novacare Ltd - NL,Nos,19,38000,20,40000,0,0,1,2000,2000,0,Novacare Ltd
Hair Growth Oil,Hair Growth Oil ,Novacare,milly logistics - Novacare Ltd - NL,Nos,74,140600,74,140600,0,0,0,0,1900,0,Novacare Ltd
ORAVITA CAPSULE,ORAVITA CAPSULE,Leafora,milly logistics - Novacare Ltd - NL,Nos,-24,-55200,-7,-16100,0,0,17,39100,2300,0,Novacare Ltd
Grazer Herbal Tea,Grazer Herbal Tea,Novacare,yusuf joy - Novacare Ltd - NL,Nos,157,299133.67,160,304849.6,0,0,3,5715.93,1905.31,0,Novacare Ltd
Ura Clear Tea,Ura Clear Tea,Novacare,yusuf joy - Novacare Ltd - NL,Nos,158,474000,160,480000,0,0,2,6000,3000,0,Novacare Ltd
ALPHA MAN TEA,ALPHA MAN HERBAL TEA,Novacare,yusuf joy - Novacare Ltd - NL,Nos,15,30000,15,30000,0,0,0,0,2000,0,Novacare Ltd
RESPIRA TEA,RESPIRA LUNG TEA,Novacare,yusuf joy - Novacare Ltd - NL,Nos,15,27000,15,27000,0,0,0,0,1800,0,Novacare Ltd
Compression Vest,Compression Vest,Novacare,yusuf joy - Novacare Ltd - NL,Nos,40,140000,40,140000,0,0,0,0,3500,0,Novacare Ltd
Hair Dye Shampoo,Hair Dye Shampoo,Novacare,yusuf joy - Novacare Ltd - NL,Nos,35,175000,35,175000,0,0,0,0,5000,0,Novacare Ltd
